TF,Cell type,Genome,GEO ID
Nr3c1,Corticotrophs,mm9,"['GSM926626', 'GSM926627']"
Nr3c1,Embryonic erythroblasts,mm9,"['GSM1533397', 'GSM1533399', 'GSM1533401']"
Nr3c1,Hepatocytes,mm9,"['GSM2112345', 'GSM2112346']"
Nr3c1,Hippocampus,rn6,"['-', 'GSM2466768', 'GSM2466769', 'GSM2466772', 'GSM2466773']"
Nr3c1,Kidney,mm9,"['GSM3176742', 'GSM3176743', 'GSM3176748', 'GSM3176749']"
Nr3c1,Liver,mm9,"['GSM1936962', 'GSM1936963', 'GSM1936964', 'GSM1936965', 'GSM1111748', 'GSM1122512', 'GSM1122513', 'GSM1122514', 'GSM1122515', 'GSM1122528', 'GSM1122529', 'GSM1122534', 'GSM1122535', 'GSM2911254', 'GSM2911255', 'GSM2911256', 'GSM2911257', 'GSM2911258', 'GSM2911259', 'GSM2911260', 'GSM2911261', 'GSM2911262', 'GSM2911263', 'GSM2911264', 'GSM2911265', 'GSM2911266', 'GSM2911267', 'GSM2911268', 'GSM2911269', 'GSM2911270', 'GSM2911271', 'GSM2911272', 'GSM2911273', 'GSM2911274', 'GSM2911275', 'GSM2911276', 'GSM2911277', 'GSM2911287', 'GSM1446062', 'GSM1446063', 'GSM1446064', 'GSM1446065', 'GSM1446066', 'GSM1446067', 'GSM1446071', 'GSM1446072', 'GSM1446073', 'GSM1446074', 'GSM1446075', 'GSM4096048', 'GSM4096049', 'GSM4096050', 'GSM4096051', 'GSM4096052', 'GSM4096053', 'GSM4096054', 'GSM4096055', 'GSM4096056', 'GSM4096057', 'GSM4096058', 'GSM4096059']"
Nr3c1,MEF,mm9,"['-', 'GSM1713749', 'GSM1713750', 'GSM1713751', 'GSM1713752', 'GSM1713753', 'GSM1713754', 'GSM1713755', 'GSM2907275', 'GSM2907278', 'GSM2907279', 'GSM2907280', 'GSM2907281', 'GSM2907282', 'GSM2907283']"
Nr3c1,Macrophages,mm9,"['GSM788650', 'GSM788651', 'GSM2461332', 'GSM2461333', 'GSM2661810', 'GSM2661812', 'GSM2661813', 'GSM2932665', 'GSM2932666', 'GSM2932667', 'GSM2932668', 'GSM2932669', 'GSM2932670', 'GSM2932671', 'GSM2932672', 'GSM1446192', 'GSM1446193', 'GSM1446194', 'GSM1516124', 'GSM1516125', 'GSM1516128', 'GSM1516129']"
Nr3c1,Mammary glands,mm9,"['GSM2102906', 'GSM2102907', 'GSM2102920', 'GSM2102921', 'GSM2102933', 'GSM2102938', 'GSM2102943', 'GSM2102947', 'GSM2102952', 'GSM2187861', 'GSM2235533', 'GSM2235534', 'GSM2235539', 'GSM2235540', 'GSM2300462', 'GSM2300463', 'GSM2300464', 'GSM2300465', 'GSM2300466', 'GSM2300467', 'GSM2433087', 'GSM2433088', 'GSM2492053', 'GSM2492054', 'GSM3176656', 'GSM3176657', 'GSM3176662', 'GSM3176663', 'GSM3176668', 'GSM3176673', 'GSM3176674', 'GSM3176679', 'GSM3176680', 'GSM3176685', 'GSM3176686', 'GSM3176688', 'GSM3176694', 'GSM3176697', 'GSM3176700']"
Nr3c1,Ventricular myocytes,rn6,"['GSM3145912', 'GSM3145913']"
Nr3c1,White adipocytes,mm9,"['GSM1571722', 'GSM1571723', 'GSM1571724', 'GSM1571725']"
Nr3c2,Hippocampus,rn6,"['-', '-']"
Nr4a1,CD4-Positive T-Lymphocytes,mm9,['GSM2546947']
Nr4a1,Embryonic Stem Cells,mm9,"['GSM1603270', 'GSM1603273']"
Nr4a1,Macrophages,mm9,"['GSM2735959', 'GSM2735960', 'GSM2735961']"
Nr4a1,Treg,mm9,['GSM1727203']
Nr5a1,Uterus,mm9,['GSM1703610']
Nr5a2,Granulosa Cells,mm9,"['GSM3375773', 'GSM3375774']"
Nr5a2,Pancreas,mm9,['GSM846875']
Nrf1,3T3-L1,mm9,"['GSM1232707', 'GSM1232709']"
Nrf1,Embryonic Stem Cells,mm9,"['-', 'GSM1891641', 'GSM1891642', 'GSM1891644', 'GSM1891645', 'GSM2112885', 'GSM2112886', 'GSM2112887', 'GSM2112888', 'GSM1657378', 'GSM1657379', 'GSM1657381', 'GSM1657382', 'GSM1657384', 'GSM1657385']"
Nrf1,mESC derived neural cells,mm9,"['GSM1891647', 'GSM1891649']"
Nsl1,Embryonic Stem Cells,mm9,['GSM1300940']
Nucks1,Hepatocytes,mm9,['GSM1400764']
Nup153,Neural progenitor cells,mm9,['GSM2652183']
Nup93-1,3rd instar brain,dm3,"['GSM2491998', 'GSM2491999', 'GSM2492000']"
Nup98,Hematopoietic Stem Cells,mm9,"['GSM3091520', 'GSM3091522']"
Nup98-96,3rd instar brain,dm3,"['GSM2492001', 'GSM2492002', 'GSM2492003']"
Nup98-96,Kc167,dm3,['GSM2133770']
Nup98-96,S2,dm3,"['GSM2491983', 'GSM2491984']"
O-GlcNAc,Adipocytes,hg19,"['GSM4161159', 'GSM4161160', 'GSM4161161', 'GSM4161162', 'GSM4161163', 'GSM4161164']"
O-GlcNAc,BJAB,hg19,['GSM2295951']
O-GlcNAc,Embryonic Stem Cells,mm9,"['GSM2835748', 'GSM2835749']"
O-GlcNAc,LNCAP,hg19,"['GSM3076096', 'GSM3076097', 'GSM3076098', 'GSM3586370', 'GSM3586371', 'GSM3586372']"
O-GlcNAc,PC-3,hg19,"['GSM3586373', 'GSM3586374', 'GSM3586375', 'GSM3586378', 'GSM3586379', 'GSM3586380']"
OAF1,Unclassified,sacCer3,"['-', '-', '-', '-', '-', '-', '-', '-']"
OEF-1,Young adult,ce10,"['GSM2862374', 'GSM2862375', 'GSM2862376']"
OGT,293,hg19,['GSM897578']
OLIG2,Prefrontal Cortex,hg19,"['GSM3692161', 'GSM3692162', 'GSM3692163', 'GSM3692164', 'GSM3692165', 'GSM3692166', 'GSM3692167', 'GSM3692168', 'GSM3692169', 'GSM3692170', 'GSM3692171']"
ONECUT2,22Rv1,hg19,"['GSM2571990', 'GSM2571991']"
ONECUT2,LNCAP,hg19,"['GSM2835772', 'GSM2835773']"
ORC1,HeLa,hg19,"['GSM922790', 'GSM3983201', 'GSM3983202', 'GSM3983203', 'GSM3983204']"
ORC1,W303,sacCer3,['GSM424494']
ORC1,YIW138,sacCer3,"['GSM1904279', 'GSM1904280']"
ORC2,K-562,hg19,"['GSM1717888', 'GSM1717889']"
OTX2,D283 Med,hg19,"['GSM2432942', 'GSM2432943', 'GSM2432980', 'GSM2432981', 'GSM2592620']"
OTX2,D341 Med,hg19,"['GSM2432950', 'GSM2432951', 'GSM2432958', 'GSM2432960', 'GSM2432962', 'GSM2432964', 'GSM2432967', 'GSM2432969', 'GSM2432971', 'GSM2432973']"
OTX2,HRPEpiC,hg19,['GSM1567046']
OTX2,hESC HUES64,hg19,"['GSM1505704', 'GSM1505709', 'GSM1505711', 'GSM1505712']"
OTX2,hESC derived ectodermal cells,hg19,"['GSM1505707', 'GSM1505710']"
OTX2,hESC derived mesendodermal cells,hg19,"['GSM1505705', 'GSM1505706', 'GSM1505708', 'GSM1505713']"
OTX2,hESC derived neural cells,hg19,"['GSM1521760', 'GSM1521761']"
OVOL2,"Epithelium, Corneal",hg19,['GSM2086970']
OVOL2,HCE-T,hg19,['GSM1867063']
OVOL2,LoVo,hg19,['GSM1239518']
Obox1,MEF,mm9,['GSM2579274']
Ogdh,Unclassified,mm9,"['GSM3374093', 'GSM3374094']"
Ogt,Embryonic Stem Cells,mm9,"['GSM957084', 'GSM1023125']"
Ogt,Macrophages,mm9,['GSM999790']
Olig2,Brain tumors,mm9,['GSM2112625']
Olig2,Cerebellum,mm9,"['GSM3423044', 'GSM3936983']"
Olig2,Medulloblastoma,mm9,"['GSM3423045', 'GSM3936985', 'GSM3936984']"
Olig2,Neural Stem Cells,mm9,"['-', 'GSM1820994']"
Olig2,Neural tube,mm9,"['-', '-', '-']"
Olig2,Oligodendrocytes,rn6,['GSM995388']
Olig2,Spinal Cord,mm9,['GSM2766469']
Olig2,Unclassified,mm9,['-']
Olig2,mESC derived neural cells,mm9,"['GSM766058', 'GSM1821964']"
Onecut1,Liver,mm9,"['-', '-', '-', '-', '-', '-', '-', '-', 'GSM1463852', 'GSM1463853', 'GSM1463854', 'GSM1463855', 'GSM1463856', 'GSM1463857', 'GSM1463858', 'GSM1463859']"
Onecut1,mESC derived neural cells,mm9,"['GSM2098377', 'GSM2098378']"
Onecut2,Embryoid Bodies,mm9,"['GSM3136847', 'GSM3136848']"
Onecut2,"mESCs, differentiated",mm9,"['GSM2124249', 'GSM2124250', 'GSM3136857', 'GSM3136858']"
Orc2,0-24h embryos,dm3,"['GSM694124', 'GSM694125', 'GSM694126', 'GSM694127']"
Orc2,0-2h embryos,dm3,"['GSM938100', 'GSM938101']"
Orc2,4-7h embryos,dm3,"['GSM881217', 'GSM881218', 'GSM881219']"
Orc2,Dorsal mesothoracic disc,dm3,"['GSM945557', 'GSM945558', 'GSM945559', 'GSM945560']"
Orc2,Fat Body,dm3,"['GSM2417488', 'GSM2417490', 'GSM2417492', 'GSM2417494', 'GSM2417496', 'GSM2417498']"
Orc2,Kc167,dm3,"['GSM522359', 'GSM522360']"
Orc2,ML-DmBG3-c2,dm3,"['GSM522356', 'GSM522357']"
Orc2,S2-DRSC,dm3,"['GSM522353', 'GSM522354']"
Orc2,Salivary glands,dm3,"['GSM694132', 'GSM694133', 'GSM694134', 'GSM694135', 'GSM790736', 'GSM790737']"
Otx2,Embryonic Stem Cells,mm9,"['GSM1355157', 'GSM1355181', 'GSM1355183']"
Otx2,Embryonic brains,mm9,"['GSM1707898', 'GSM1707901', 'GSM1707904']"
Otx2,EpiLC,mm9,"['GSM1355169', 'GSM1355170']"
Otx2,EpiSC,mm9,"['GSM1924745', 'GSM1924750']"
Otx2,Retina,mm9,"['GSM1306908', 'GSM1306912']"
Ovol2,Mammary epithelial cells,mm9,['GSM1303689']
PADI2,T-47D,hg19,"['GSM2828293', 'GSM2828294']"
PAF1,A549,hg19,"['GSM874635', 'GSM874636']"
PAF1,CCRF-CEM,hg19,"['GSM1520926', 'GSM1520927']"
PAF1,HCT 116,hg19,"['GSM1727106', 'GSM2571033', 'GSM2571034', 'GSM2571035', 'GSM2769055']"
PAF1,SEM,hg19,['GSM2212243']
PAF1,THP-1,hg19,"['GSM1520916', 'GSM1520907', 'GSM1520917']"
PALB2,MCF 10A,hg19,['GSM997541']
PARP1,293,hg19,['GSM1938987']
PARP1,MCF 10A,hg19,['GSM3182666']
PARP1,T-47D,hg19,"['GSM1302194', 'GSM1302195', 'GSM1302196']"
PAX5,DOHH-2,hg19,['GSM1703899']
PAX5,GM12878,hg19,"['GSM803362', 'GSM803391']"
PAX5,GM12891,hg19,['GSM803337']
PAX5,GM12892,hg19,['GSM803334']
PAX5,L-428,hg19,"['GSM1086297', 'GSM1086298']"
PAX5,NAMALWA,hg19,"['GSM1086295', 'GSM1086296']"
PAX5,OCI-LY-7,hg19,['GSM1703921']
PAX5,RAJI,hg19,"['GSM1086293', 'GSM1086294']"
PAX5,Testis,hg19,['GSM2689840']
PAX6,EndoC-BH1,hg19,"['GSM2333439', 'GSM2333440']"
PAX6,HRPEpiC,hg19,['GSM1567048']
PAX6,hESC derived ectodermal cells,hg19,['GSM1505715']
PAX6,hESC derived mesendodermal cells,hg19,['GSM1505714']
PAX7,hESC H9,hg19,['GSM2629527']
PAX8,769-P,hg19,['-']
PAX8,786-O,hg19,['-']
PAX8,Caki-1,hg19,['-']
PAX8,FT194,hg19,"['GSM2107938', 'GSM2107940']"
PAX8,FT33,hg19,['GSM2107936']
PAX8,JHOS-4,hg19,['GSM2107946']
PAX8,KURAMOCHI,hg19,['GSM2107942']
PAX8,OVSAHO,hg19,['GSM2107944']
PAX8,VMRC-RCW,hg19,['-']
PBX1,ICN12,hg19,['GSM1438989']
PBX1,LoVo,hg19,['GSM1239536']
PBX1,MCF-7-LTED,hg19,['GSM989353']
PBX1,RCH-ACV,hg19,['GSM2290173']
PBX2,LoVo,hg19,['GSM1239537']
PBX3,A549,hg19,['GSM1010755']
PBX3,GM12878,hg19,['GSM803532']
PBX3,LoVo,hg19,['GSM1239599']
PBX3,SK-N-SH,hg19,['GSM1010887']
PBX3,SMMC-7721,hg19,['GSM1831600']
PBX4,PC-3,hg19,['GSM2572277']
PBXIP1,Chondrocytes,hg19,"['GSM2677681', 'GSM2677682']"
PCBP1,Hep G2,hg19,['GSM3393541']
PCBP1,K-562,hg19,['GSM3393589']
PCBP2,Hep G2,hg19,['GSM3393542']
PCBP2,K-562,hg19,['GSM3393590']
PCF11,HeLa,hg19,"['GSM3633287', 'GSM3633288', 'GSM3633289', 'GSM3633290']"
PCF11,LoVo,hg19,['GSM1239600']
PCF11,Unclassified,sacCer3,['-']
PCGF1,293,hg19,"['GSM855009', 'GSM3581161', 'GSM3581162', 'GSM3581163', 'GSM3581164']"
PCGF1,hESC H1,hg19,['GSM2805869']
PCGF2,293,hg19,"['GSM3581139', 'GSM3581140', 'GSM3581141', 'GSM3581142']"
PCGF2,Fibroblasts,hg19,"['GSM1340091', 'GSM1340092']"
PCGF2,MDA-MB-231,hg19,['GSM2862185']
PCGF2,NT2-D1,hg19,['GSM2705895']
PCGF2,T-47D,hg19,['GSM2862203']
PCGF5,293,hg19,['GSM855012']
PCGF6,293,hg19,['GSM855013']
PCID2,0-24h embryos,dm3,['GSM2817932']
PCNA,Unclassified,sacCer3,"['GSM1272626', 'GSM1272627']"
PDX1,hESC derived mesendodermal cells,hg19,"['GSM1316337', 'GSM1416931']"
PDX1,iPS derived pancreatic cells,hg19,"['GSM2858069', 'GSM2858070', 'GSM2858071', 'GSM3581647', 'GSM3581648']"
PGBD5,Rhabdoid Tumor,hg19,['GSM2143968']
PGD1,Unclassified,sacCer3,"['GSM2495215', 'GSM2495223']"
PGR,Breast cancer,hg19,"['GSM2797143', 'GSM2797144', 'GSM2797145', 'GSM2797146']"
PGR,Breast cancer cells,hg19,"['GSM2443984', 'GSM2443988', 'GSM2443992', 'GSM2443996', 'GSM2444000', 'GSM2444004']"
PGR,Endometrial stromal cells,hg19,['GSM1703567']
PGR,Endometrium,hg19,"['GSM3890632', 'GSM3890633', 'GSM3890635', 'GSM3890636']"
PGR,HUVEC,hg19,"['GSM1071296', 'GSM1071297', 'GSM1071298']"
PGR,Leiomyoma,hg19,['GSM999792']
PGR,MCF-7,hg19,"['GSM1669067', 'GSM1669068', 'GSM1669069', 'GSM1669070', 'GSM1669071', 'GSM1669072', 'GSM1669073', 'GSM1669074', 'GSM1669075', 'GSM1669076', 'GSM1669077', 'GSM1669090', 'GSM1669091', 'GSM1669092', 'GSM1669093', 'GSM1669094', 'GSM1669095', 'GSM1669096', 'GSM1669097', 'GSM1669098', 'GSM1669099', 'GSM1669100', 'GSM1669101', 'GSM1669146', 'GSM1669147', 'GSM1669148', 'GSM1669149', 'GSM1669150', 'GSM1669151', 'GSM1669152', 'GSM1669153', 'GSM1669154', 'GSM1669155', 'GSM1669156', 'GSM1669157', 'GSM1669158', 'GSM1669159']"
PGR,T-47D,hg19,"['GSM1669032', 'GSM1669033', 'GSM1669034', 'GSM1669035', 'GSM1669036', 'GSM1669037', 'GSM1669038', 'GSM1669039', 'GSM1669040', 'GSM1669114', 'GSM1669115', 'GSM1669116', 'GSM1669117', 'GSM1669118', 'GSM1669119', 'GSM1669120', 'GSM1669121', 'GSM1669122', 'GSM1669123', 'GSM1669124', 'GSM1669125', 'GSM2125116', 'GSM2125118', 'GSM2125120', 'GSM2125122', 'GSM2125128', 'GSM2125130', 'GSM2125132', 'GSM2125134', 'GSM999793', 'GSM1017847', 'GSM1017848', 'GSM1017849', 'GSM1017850', 'GSM1017851', 'GSM2644587', 'GSM2644588', 'GSM2644589', 'GSM2644590', 'GSM2644591', 'GSM2644592', 'GSM2644593', 'GSM2644594', 'GSM1245253', 'GSM3110056', 'GSM3110058', 'GSM3110060', 'GSM3110062', 'GSM3110064', 'GSM3110066', 'GSM3110068', 'GSM3110070', 'GSM3110072', 'GSM3110074', 'GSM3110076', 'GSM3110078', 'GSM3615489', 'GSM3615490', 'GSM3615491', 'GSM3615492', 'GSM3884751', 'GSM3884754', 'GSM3884757', 'GSM3884758', 'GSM3884759', 'GSM3884760']"
PGR,ZR-75-1,hg19,"['-', '-']"
PHC1,293,hg19,"['GSM3581149', 'GSM3581150', 'GSM3581151', 'GSM3581152', 'GSM3581153', 'GSM3581154']"
PHF2,HMLE,hg19,['GSM1936777']
PHF2,NAMEC8,hg19,['GSM1936781']
PHF6,Jurkat,hg19,['GSM1116754']
PHF8,HeLa,hg19,"['GSM558470', 'GSM566159', 'GSM566165']"
PHF8,K-562,hg19,"['GSM831008', 'GSM831009', 'GSM1003450']"
PHF8,SH-SY5Y,hg19,['GSM518559']
PHF8,hESC H1,hg19,"['GSM831037', 'GSM1003509']"
PHIP,293,hg19,['GSM2711406']
PHIP,HCT 116,hg19,"['GSM2711377', 'GSM2711378', 'GSM2711379', 'GSM2711380', 'GSM2711381', 'GSM2711382', 'GSM2711383', 'GSM2711384']"
PHOX2B,BE(2)-C,hg19,['GSM2486153']
PHOX2B,CLB-Ga,hg19,['GSM2664369']
PHOX2B,KELLY,hg19,['GSM2915910']
PIAS1,LNCAP,hg19,"['GSM2219868', 'GSM2219869', 'GSM2219870', 'GSM2219871', 'GSM2219872', 'GSM2219873', 'GSM2219874', 'GSM2219875']"
PIAS1,MDA-MB-453,hg19,"['GSM1717864', 'GSM1717865']"
PIAS1,VCaP,hg19,"['GSM1354832', 'GSM1354833', 'GSM1354834', 'GSM1354835', 'GSM1622628', 'GSM1622629', 'GSM1622630', 'GSM1622631']"
PIAS4,WI-38,hg19,"['GSM1035441', 'GSM1035442']"
PIP2,Unclassified,sacCer3,"['-', '-', '-', '-', '-', '-', '-', '-']"
PITX1,Head and neck squamous cell carcinoma,hg19,['GSM2790510']
PITX3,SH-SY5Y,hg19,['GSM2449944']
PLAG1,K-562,hg19,"['GSM3031744', 'GSM3031745']"
PLAG1,LoVo,hg19,['GSM1239601']
PML,GM12878,hg19,['GSM1010771']
PML,K-562,hg19,['GSM1010722']
PML,"Leukemia, Myeloid",hg19,"['GSM468183', 'GSM468203']"
PML,MCF-7,hg19,['GSM1010838']
PML,MR4,hg19,"['GSM468205', 'GSM468206']"
PML,NB-4,hg19,"['GSM468180', 'GSM468198']"
PML,NHDF,hg19,['GSM4066635']
PML,UPR9,hg19,"['GSM468209', 'GSM468210']"
POB3,Unclassified,sacCer3,['-']
POP2,Unclassified,sacCer3,['-']
POU2AF1,HBL-1,hg19,"['GSM2095820', 'GSM2095821']"
POU2AF1,Pre-B cells,hg19,['GSM2882827']
POU2F1,22Rv1,hg19,"['GSM3507239', 'GSM3507240']"
POU2F1,HCT 116,hg19,"['GSM3505818', 'GSM3505819', 'GSM3505820']"
POU2F1,HeLa,hg19,"['-', 'GSM938416']"
POU2F1,LNCAP,hg19,"['GSM2058882', 'GSM2058883', 'GSM2058884', 'GSM2058895', 'GSM2058896', 'GSM2058897']"
POU2F1,VCaP,hg19,"['GSM2058888', 'GSM2058889', 'GSM2058890']"
POU2F2,BJAB,hg19,"['GSM2095824', 'GSM2095825']"
POU2F2,GM12878,hg19,['GSM803534']
POU2F2,GM12891,hg19,['GSM803397']
POU2F2,HBL-1,hg19,"['GSM2095818', 'GSM2095819']"
POU2F2,Pre-B cells,hg19,['GSM2882828']
POU2F3,NCI-H1048,hg19,['GSM3165679']
POU3F2,LK-2,hg19,['GSM4079786']
POU3F2,NCI-H520,hg19,['GSM4079787']
POU3F2,Neural progenitor cells,hg19,"['GSM1934417', 'GSM1934421', 'GSM1934423', 'GSM1934425']"
POU5F1,BJ,hg19,"['GSM896985', 'GSM1000575', 'GSM2430673']"
POU5F1,Dermal fibroblast,hg19,"['GSM3743626', 'GSM3743627', 'GSM3743628', 'GSM3743631', 'GSM3743632']"
POU5F1,Embryonic Stem Cells,hg19,"['GSM1705258', 'GSM1705259', 'GSM1705267', 'GSM1705268']"
POU5F1,MRC-5,hg19,"['GSM2183767', 'GSM2183768', 'GSM2183769', 'GSM2183770', 'GSM2183771', 'GSM2183772', 'GSM2573033', 'GSM2573034']"
POU5F1,NCCIT,hg19,"['GSM881710', 'GSM881712']"
POU5F1,Testis,hg19,"['GSM2689836', 'GSM2689837']"
POU5F1,hESC H1,hg19,"['GSM447582', 'GSM447583', 'GSM518373', 'GSM803438', 'GSM2689838', 'GSM2689839']"
POU5F1,hESC H9,hg19,"['GSM545202', 'GSM545203', 'GSM545204', 'GSM2648933', 'GSM2648934', 'GSM2816629', 'GSM2816630', 'GSM3291588', 'GSM3291590', 'GSM3743634']"
POU5F1,hESC HUES64,hg19,"['GSM1124067', 'GSM1505724', 'GSM1505725', 'GSM1505728']"
POU5F1,hESC derived ectodermal cells,hg19,['GSM1505727']
POU5F1,hESC derived mesendodermal cells,hg19,"['GSM1505722', 'GSM1505723', 'GSM1505726']"
POU5F1,iPS cells,hg19,"['GSM2183773', 'GSM2183774', 'GSM1364025']"
PPARA,LoVo,hg19,['GSM1239482']
PPARG,Adipocytes,hg19,"['GSM3177950', 'GSM3177951', 'GSM3177952', 'GSM3177953', 'GSM3177954']"
PPARG,Adipose Tissue,hg19,"['GSM3416379', 'GSM3416380', 'GSM3416381', 'GSM3416382', 'GSM3416383']"
PPARG,"Adipose Tissue, White",hg19,"['GSM1571726', 'GSM1571727', 'GSM1571728', 'GSM1571729', 'GSM1571730', 'GSM1571731', 'GSM1571732', 'GSM1571733', 'GSM1571734', 'GSM1571735', 'GSM1571736', 'GSM1571737', 'GSM1571738', 'GSM1571739', 'GSM1571740', 'GSM1571741']"
PPARG,Adipose stromal cell,hg19,"['GSM534493', 'GSM534494']"
PPARG,Adipose-Derived Mesenchymal Stem Cells,hg19,"['GSM1443809', 'GSM1443810', 'GSM1443811', 'GSM1443812']"
PPARG,HT-29,hg19,"['GSM2042854', 'GSM2042856', 'GSM2042858', 'GSM2042860']"
PPARG,HUVEC,hg19,"['GSM1214678', 'GSM1214679', 'GSM1214680', 'GSM1214681', 'GSM1226372', 'GSM1226373', 'GSM1226374', 'GSM1226375']"
PPARG,LoVo,hg19,['GSM1239483']
PPARG,SGBS,hg19,"['GSM634629', 'GSM634630', 'GSM1020363']"
PPARG,THP-1,hg19,['GSM624141']
PPARGC1A,Hep G2,hg19,['GSM935623']
PPP1R10,293,hg19,"['GSM3938756', 'GSM3938757']"
PRAME,K-562,hg19,['GSM648586']
PRDM1,HeLa,hg19,['GSM935555']
PRDM1,NCI-H929,hg19,"['-', '-']"
PRDM1,Testis,hg19,['GSM2689841']
PRDM1,U-266,hg19,['GSM2735456']
PRDM1,hESC HUES64,hg19,['GSM1505617']
PRDM1,hESC derived mesendodermal cells,hg19,"['GSM1505615', 'GSM1505616', 'GSM1505618']"
PRDM11,U-2932,hg19,"['GSM1354547', 'GSM1354548']"
PRDM14,Embryonic Stem Cells,hg19,['GSM563088']
PRDM14,NCCIT,hg19,['GSM1842793']
PRDM4,LoVo,hg19,['GSM1239602']
PRKCQ,K-562,hg19,"['GSM1500639', 'GSM1500640']"
PRKCQ,MCF-7,hg19,"['GSM1289331', 'GSM1289332']"
PRKDC,Fibroblasts,hg19,"['GSM1340089', 'GSM1340090']"
PRKDC,MCF-7,hg19,"['GSM1470001', 'GSM1470002', 'GSM1470003', 'GSM1470004', 'GSM1470005', 'GSM1470006']"
PRMT1,Keratinocytes,hg19,"['GSM2977009', 'GSM2977010', 'GSM2977011', 'GSM2977012']"
PRMT3,Mesenchymal stem cells,hg19,"['GSM3539238', 'GSM3539239']"
PRMT5,HeLa,hg19,['GSM3733673']
PRMT5,MDA-MB-231,hg19,['GSM1964895']
PROX1,HUVEC,hg19,"['GSM1831048', 'GSM1831051']"
PROX1,SW 480,hg19,['GSM1477597']
PRPF4,Hep G2,hg19,['GSM3393546']
PRPF4,K-562,hg19,['GSM3393594']
PSIP1,CD4-Positive T-Lymphocytes,hg19,['GSM1495450']
PSIP1,MV-4-11,hg19,['GSM1897372']
PSIP1,Myoblasts,hg19,['GSM3272354']
PSIP1,Myotube,hg19,['GSM3272355']
PSMB5,CS1AN,hg19,['GSM2333825']
PSMD1,CS1AN,hg19,['GSM2333824']
PTA1,Unclassified,sacCer3,['-']
PTBP1,Hep G2,hg19,['GSM3393540']
PTBP1,K-562,hg19,['GSM3393588']
PTEN,HeLa,hg19,"['GSM3400794', 'GSM3400795', 'GSM3400800']"
PTEN,SMMC-7721,hg19,['GSM3619374']
PYGO2,HeLa,hg19,"['GSM3066262', 'GSM3066263']"
Paf1,C2C12,mm9,"['GSM1865385', 'GSM1865387']"
Paf1,Embryonic Stem Cells,mm9,"['GSM1894007', 'GSM1894008', 'GSM1894009', 'GSM1894010', 'GSM1894011', 'GSM1894012']"
Paf1,Hematopoietic progenitors,mm9,['-']
Pan-acetyllysine,Hep G2,hg19,"['GSM2899155', 'GSM2899156', 'GSM2899158', 'GSM2899159']"
Parp1,Amygdala,rn6,"['GSM2214006', 'GSM2214007', 'GSM2214008', 'GSM2214009']"
Parp1,Embryonic Stem Cells,mm9,"['GSM1910638', 'GSM1910639']"
Parp1,MEF,mm9,"['GSM1911178', 'GSM1911179']"
Parp1,Nucleus Accumbens,mm9,"['GSM1330075', 'GSM1330076']"
Pax3,Myoblasts,mm9,['GSM615620']
Pax3,"mESCs, differentiated",mm9,"['GSM3597235', 'GSM3597236', 'GSM3597237', 'GSM3597238', 'GSM3597239', 'GSM3597240', 'GSM3597241', 'GSM3597242', 'GSM3597243']"
Pax5,CH12,mm9,['GSM923584']
Pax5,HAFTL,mm9,['GSM1290113']
Pax5,Pro-B cells,mm9,"['GSM2863169', 'GSM2863171']"
Pax6,Alpha TC1,mm9,"['GSM3842075', 'GSM3842076', 'GSM3842077', 'GSM3842078']"
Pax6,Alpha-TN4,mm9,['GSM1981207']
Pax6,Embryonic brains,mm9,"['GSM1635068', 'GSM1635069']"
Pax6,"Lenses, Intraocular",mm9,['GSM1635072']
Pax6,MIN6B1,mm9,"['GSM2333434', 'GSM2333436', 'GSM2333437']"
Pax7,AlphaT3-1,mm9,['GSM3579936']
Pax7,AtT-20,mm9,"['GSM2324086', 'GSM2324110', 'GSM2445270', 'GSM2445271', 'GSM2445272', 'GSM2445273', 'GSM2445274', 'GSM2445275', 'GSM2445276']"
Pax7,Myoblasts,mm9,['GSM615619']
Pax7,Myogenic progenitors,mm9,"['GSM2394784', 'GSM2394785']"
Pax8,PCCL3,rn6,['GSM661515']
Paxip1,B-Lymphocytes,mm9,"['GSM566968', 'GSM566969', 'GSM566971', 'GSM566972']"
Pbrm1,Liver,mm9,"['GSM1657173', 'GSM1657174', 'GSM1657175']"
Pbx1,3T3-L1,mm9,['GSM1370454']
Pbx1,C2C12,mm9,"['GSM1972415', 'GSM1972416', 'GSM2053055', 'GSM2053056']"
Pbx1,Embryonic brains,mm9,"['GSM2074596', 'GSM2074597', 'GSM2087065', 'GSM2087066']"
Pbx1,Embryonic trunk,mm9,['GSM972968']
Pbx1,"Leukemia, Myeloid",mm9,"['GSM1183377', 'GSM1183378']"
Pbx1,P19,mm9,['GSM2188925']
Pc,12-24h embryos,dm3,"['GSM1616468', 'GSM1616470']"
Pc,14-16h embryos,dm3,"['GSM1147127', 'GSM1147128']"
Pc,2-4h embryos,dm3,['GSM1689687']
Pc,4-12h embryos,dm3,['GSM1479939']
Pc,5-13h embryos,dm3,"['GSM1467705', 'GSM1467706']"
Pc,Cultured cell lines,dm3,"['GSM2197635', 'GSM2197637', 'GSM2197639', 'GSM2197641']"
Pc,Embryos,dm3,"['GSM1479967', 'GSM1479970', 'GSM1479973', 'GSM1479976']"
Pc,Eye discs,dm3,['GSM1910624']
